Campaign Member ID,Contact ID,Campaign Name,Last Touch Channel,Campaign Response Date,Interaction Status,Account Type,Account Tier,Region,Meeting Booked,Meeting Booked Date,Opportunity ID,Timestamp Date Qualified,Pipeline Revenue Share,Opportunity Stage,Closed Won CARR,AE Owner
CM-10117,CON-50117,CY26 Q1 - Hosted - Boston Bruins vs NY Rangers - 2026-01-10,Hosted Events,2026-01-08,Attended,Customer,Enterprise,Southeast,Yes,2026-01-15,OPP-80027,2026-02-16,182400.0,Closed Lost,,David Kim
CM-10235,CON-50235,CY26 Q1 - Hosted - Chicago Bears Wild Card - 2026-01-10,Hosted Events,2026-01-12,No Show,Customer,Tier 2,Midwest,No,,,,,,,Rachel Torres
CM-10764,CON-50764,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-03,-,Prospect,Tier 2,Southwest,No,,,,,,,Sarah Mitchell
CM-12346,CON-52346,[Organic Search],Organic Search,2026-02-08,-,Prospect,Enterprise,Northeast,No,,,,,,,Sarah Mitchell
CM-12066,CON-52066,CY26 Q1 - Email - Express Demands Launch,Email Marketing,2026-03-05,-,Prospect,Tier 2,Southeast,No,,,,,,,Sarah Mitchell
CM-11366,CON-51366,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-01-29,Gift Delivered,Customer,Enterprise,Southeast,No,,,,,,,Rachel Torres
CM-11834,CON-51834,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-10,Attended,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-10701,CON-50701,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-10,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,Rachel Torres
CM-10148,CON-50148,CY26 Q1 - Hosted - Broncos Playoff Game - 2026-01-17,Hosted Events,2026-01-15,Attended,Prospect,Enterprise,Midwest,Yes,2026-01-21,,,,,,Rachel Torres
CM-11675,CON-51675,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-07,Badge Scan,Prospect,Enterprise,Northeast,No,,,,,,,David Kim
CM-11188,CON-51188,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-22,Gift Delivered,Prospect,Tier 1,West,No,,,,,,,Sarah Mitchell
CM-11475,CON-51475,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-24,Attended,Prospect,Enterprise,Midwest,No,,,,,,,Marcus Webb
CM-11609,CON-51609,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-08,Badge Scan,Prospect,Enterprise,Southeast,No,,,,,,,Sarah Mitchell
CM-11323,CON-51323,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-19,Gift Delivered,Prospect,Tier 1,Midwest,Yes,2026-02-26,OPP-80153,2026-03-25,97400.0,Negotiation,,James O'Brien
CM-12039,CON-52039,CY26 Q1 - Email - Anthem Injury Lawyers ROI,Email Marketing,2026-02-25,Opened,Prospect,Tier 1,Southeast,No,,,,,,,Rachel Torres
CM-11860,CON-51860,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-11,No Show,Prospect,Enterprise,Midwest,No,,,,,,,Marcus Webb
CM-10434,CON-50434,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-04,Attended,Customer,Tier 1,Midwest,No,,,,,,,James O'Brien
CM-10505,CON-50505,CY26 Q1 - Hosted - HMR After Dark Party - 2026-01-26,Hosted Events,2026-01-25,No Show,Customer,Enterprise,Southeast,No,,,,,,,James O'Brien
CM-10868,CON-50868,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-07,Gift Delivered,Prospect,Enterprise,Southeast,No,,,,,,,Rachel Torres
CM-11769,CON-51769,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-16,Attended,Prospect,Tier 1,Midwest,No,,,,,,,Rachel Torres
CM-11942,CON-51942,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-14,No Show,Customer,Enterprise,Northeast,No,,,,,,,Marcus Webb
CM-11293,CON-51293,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-19,Gift Delivered,Customer,Tier 2,Midwest,No,,,,,,,Sarah Mitchell
CM-10282,CON-50282,CY26 Q1 - Hosted - Chicago Blackhawks - 2026-02-09,Hosted Events,2026-02-07,Attended,Prospect,Tier 1,West,No,,,,,,,Marcus Webb
CM-11236,CON-51236,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-21,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-10405,CON-50405,CY26 Q1 - Hosted - FJA Ski Weekend - Private Dinner for 10 - 2026-01-11,Hosted Events,2026-01-16,Attended,Churned,Tier 1,West,No,,,,,,,Marcus Webb
CM-11652,CON-51652,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-12,Badge Scan,Customer,Enterprise,Northeast,Yes,2026-02-13,OPP-80185,2026-03-03,166800.0,Discovery,,Marcus Webb
CM-10684,CON-50684,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-05,Gift Delivered,Churned,Tier 2,Southwest,No,,,,,,,Sarah Mitchell
CM-10822,CON-50822,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-10,Gift Delivered,Prospect,Enterprise,Northeast,No,,,,,,,David Kim
CM-11592,CON-51592,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-08,Registered,Churned,Tier 1,Midwest,Yes,2026-02-11,OPP-80178,2026-02-16,98800.0,Negotiation,,James O'Brien
CM-10082,CON-50082,CY26 Q1 - Hosted - ATL Peach Bowl - 2026-01-09,Hosted Events,2026-01-07,Registered,Prospect,Tier 2,Northeast,No,,,,,,,Sarah Mitchell
CM-10143,CON-50143,CY26 Q1 - Hosted - Broncos Playoff Game - 2026-01-17,Hosted Events,2026-01-21,Attended,Prospect,Tier 2,Southeast,Yes,2026-02-11,OPP-80034,2026-02-26,84900.0,Negotiation,,Sarah Mitchell
CM-10337,CON-50337,CY26 Q1 - Hosted - Columbus Blue Jackets - 2026-01-28,Hosted Events,2026-01-26,Attended,Prospect,Tier 1,West,Yes,2026-02-02,OPP-80072,2026-02-23,223400.0,Closed Won,223400.0,David Kim
CM-11091,CON-51091,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-09,Gift Delivered,Customer,Tier 2,Midwest,No,,,,,,,Marcus Webb
CM-11796,CON-51796,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-19,Registered,Customer,Tier 2,Southwest,No,,,,,,,Rachel Torres
CM-10489,CON-50489,CY26 Q1 - Hosted - HMR After Dark Party - 2026-01-26,Hosted Events,2026-01-29,No Show,Customer,Tier 2,Midwest,No,,,,,,,Rachel Torres
CM-10984,CON-50984,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-11,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,Sarah Mitchell
CM-10805,CON-50805,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-03,Gift Delivered,Customer,Enterprise,Northeast,No,,,,,,,Marcus Webb
CM-11560,CON-51560,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-20,Badge Scan,Customer,Enterprise,Northeast,No,,,,,,,James O'Brien
CM-11765,CON-51765,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-18,Attended,Prospect,Tier 2,Southwest,No,,,,,,,David Kim
CM-12365,CON-52365,[Organic Search],Organic Search,2026-01-27,-,Prospect,Tier 2,Northeast,Yes,2026-02-12,OPP-80230,2026-02-16,42600.0,Closed Won,42600.0,James O'Brien
CM-10033,CON-50033,CY26 Q1 - Hosted - AAJ Yacht Party - 2026-02-21,Hosted Events,2026-02-21,Attended,Prospect,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-10186,CON-50186,CY26 Q1 - Hosted - Buffalo Sabres - 2026-02-05,Hosted Events,2026-02-03,Attended,Prospect,Enterprise,West,No,,,,,,,Marcus Webb
CM-11681,CON-51681,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-10,Badge Scan,Prospect,Tier 2,West,No,,,,,,,Marcus Webb
CM-10156,CON-50156,CY26 Q1 - Hosted - Broncos Playoff Game - 2026-01-17,Hosted Events,2026-01-17,Attended,Customer,Enterprise,Northeast,No,,,,,,,James O'Brien
CM-11244,CON-51244,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-19,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,Rachel Torres
CM-11640,CON-51640,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-11,Visited Booth,Prospect,Tier 1,Southwest,No,,,,,,,Sarah Mitchell
CM-11146,CON-51146,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-08,Gift Delivered,Prospect,Tier 1,Southwest,No,,,,,,,James O'Brien
CM-11865,CON-51865,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-15,Attended,Prospect,Tier 2,West,No,,,,,,,Sarah Mitchell
CM-11774,CON-51774,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-13,Registered,Prospect,Tier 2,West,No,,,,,,,Rachel Torres
CM-11932,CON-51932,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-09,Attended,Prospect,Tier 2,West,No,,,,,,,Sarah Mitchell
CM-11094,CON-51094,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-11,Gift Delivered,Customer,Enterprise,Northeast,No,,,,,,,James O'Brien
CM-10997,CON-50997,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-09,Gift Delivered,Prospect,Tier 2,Southeast,Yes,2026-02-11,OPP-80144,2026-03-02,41100.0,Closed Lost,,James O'Brien
CM-11067,CON-51067,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-04,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,David Kim
CM-10661,CON-50661,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-06,Gift Delivered,Customer,Tier 2,West,No,,,,,,,Marcus Webb
CM-10579,CON-50579,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-26,Gift Delivered,Customer,Tier 1,Northeast,No,,,,,,,James O'Brien
CM-10285,CON-50285,CY26 Q1 - Hosted - Chicago Blackhawks - 2026-02-09,Hosted Events,2026-02-12,Attended,Prospect,Tier 1,West,No,,,,,,,David Kim
CM-12454,CON-52454,[Organic Social],Organic Social,2026-03-13,-,Churned,Tier 2,Midwest,No,,,,,,,James O'Brien
CM-11283,CON-51283,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-23,Gift Delivered,Prospect,Tier 1,Midwest,No,,,,,,,James O'Brien
CM-12372,CON-52372,[Organic Search],Organic Search,2026-02-12,-,Prospect,Tier 2,Midwest,No,,,,,,,David Kim
CM-11447,CON-51447,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-02,Gift Delivered,Customer,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-10056,CON-50056,CY26 Q1 - Hosted - ATL Peach Bowl - 2026-01-09,Hosted Events,2026-01-11,Registered,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-12074,CON-52074,CY26 Q1 - Email - Express Demands Launch,Email Marketing,2026-03-05,Opened,Prospect,Tier 1,Midwest,No,,,,,,,James O'Brien
CM-11420,CON-51420,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-01-28,Gift Delivered,Customer,Tier 2,Midwest,No,,,,,,,Rachel Torres
CM-12093,CON-52093,CY26 Q1 - Email - Express Demands Launch,Email Marketing,2026-02-27,Opened,Prospect,Tier 2,West,No,,,,,,,James O'Brien
CM-10569,CON-50569,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-20,Gift Delivered,Prospect,Tier 1,West,No,,,,,,,Rachel Torres
CM-11307,CON-51307,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-24,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,James O'Brien
CM-10790,CON-50790,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-07,Gift Delivered,Prospect,Tier 1,Southeast,No,,,,,,,Sarah Mitchell
CM-10864,CON-50864,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-09,Gift Delivered,Prospect,Tier 1,Southwest,No,,,,,,,James O'Brien
CM-10706,CON-50706,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-09,Gift Delivered,Customer,Tier 2,Northeast,No,,,,,,,Rachel Torres
CM-12201,CON-52201,[Paid Search],Paid Search,2026-03-27,-,Prospect,Tier 1,Northeast,Yes,2026-03-31,OPP-80215,2026-03-31,73000.0,Negotiation,,Marcus Webb
CM-10767,CON-50767,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-07,Gift Delivered,Churned,Tier 2,West,No,,,,,,,Rachel Torres
CM-10815,CON-50815,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-08,Gift Delivered,Customer,Enterprise,West,No,,,,,,,David Kim
CM-11439,CON-51439,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-01-30,Gift Delivered,Customer,Tier 2,Northeast,No,,,,,,,David Kim
CM-10226,CON-50226,CY26 Q1 - Hosted - Cabot Citrus Golf - 2026-02-08,Hosted Events,2026-02-06,Attended,Prospect,Tier 1,West,Yes,2026-02-23,,,,,,David Kim
CM-11827,CON-51827,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-15,Registered,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-12160,CON-52160,[Paid Search],Paid Search,2026-03-06,-,Churned,Tier 2,Midwest,Yes,2026-03-16,OPP-80212,2026-03-31,34000.0,Discovery,,Marcus Webb
CM-11649,CON-51649,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-10,Visited Booth,Churned,Tier 1,West,No,,,,,,,Marcus Webb
CM-12005,CON-52005,CY26 Q1 - Email - Case Study McCready Law,Email Marketing,2026-02-05,Clicked,Prospect,Tier 2,Southeast,No,,,,,,,James O'Brien
CM-11087,CON-51087,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-06,Gift Delivered,Prospect,Enterprise,Southwest,No,,,,,,,Marcus Webb
CM-11392,CON-51392,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-01,-,Customer,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-11317,CON-51317,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-21,-,Customer,Enterprise,Southeast,No,,,,,,,David Kim
CM-10408,CON-50408,CY26 Q1 - Hosted - FJA Ski Weekend - Private Dinner for 10 - 2026-01-11,Hosted Events,2026-01-12,Attended,Customer,Tier 1,West,Yes,2026-01-14,,,,,,David Kim
CM-10907,CON-50907,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-20,-,Prospect,Tier 2,Southwest,No,,,,,,,Rachel Torres
CM-11811,CON-51811,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-19,Registered,Customer,Tier 2,Northeast,No,,,,,,,Sarah Mitchell
CM-12386,CON-52386,[Organic Search],Organic Search,2026-02-10,-,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-11813,CON-51813,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-15,Registered,Prospect,Tier 2,Southeast,No,,,,,,,James O'Brien
CM-11147,CON-51147,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-07,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-11684,CON-51684,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-06,Attended,Prospect,Tier 1,Midwest,No,,,,,,,Marcus Webb
CM-10572,CON-50572,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-26,Gift Delivered,Prospect,Tier 1,Midwest,Yes,2026-02-05,OPP-80122,2026-02-23,123100.0,Closed Lost,,Sarah Mitchell
CM-10270,CON-50270,CY26 Q1 - Hosted - Chicago Bears Wild Card - 2026-01-10,Hosted Events,2026-01-11,Attended,Prospect,Tier 1,West,No,,,,,,,Rachel Torres
CM-10202,CON-50202,CY26 Q1 - Hosted - Buffalo Sabres - 2026-02-05,Hosted Events,2026-02-07,Attended,Prospect,Tier 2,Southwest,Yes,2026-02-09,OPP-80042,2026-02-17,71200.0,Closed Won,71200.0,Rachel Torres
CM-11053,CON-51053,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-09,Gift Delivered,Prospect,Enterprise,West,No,,,,,,,David Kim
CM-12476,CON-52476,[Organic Social],Organic Social,2026-02-09,-,Prospect,Tier 2,Southeast,No,,,,,,,Sarah Mitchell
CM-12457,CON-52457,[Organic Social],Organic Social,2026-01-13,-,Prospect,Tier 2,West,Yes,2026-01-19,OPP-80237,2026-02-10,19200.0,Closed Lost,,Marcus Webb
CM-12501,CON-52501,[Direct Traffic],Direct Traffic,2026-01-17,-,Prospect,Tier 2,West,Yes,2026-01-21,OPP-80239,2026-02-18,15800.0,Discovery,,David Kim
CM-10718,CON-50718,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-09,-,Customer,Tier 1,Midwest,No,,,,,,,Marcus Webb
CM-12011,CON-52011,CY26 Q1 - Email - Case Study McCready Law,Email Marketing,2026-02-04,Opened,Prospect,Tier 2,Southeast,No,,,,,,,Sarah Mitchell
CM-10164,CON-50164,CY26 Q1 - Hosted - Broncos Playoff Game - 2026-01-17,Hosted Events,2026-01-22,Attended,Prospect,Tier 2,West,No,,,,,,,Marcus Webb
CM-12536,CON-52536,[Direct Traffic],Direct Traffic,2026-03-25,-,Prospect,Tier 2,Northeast,No,,,,,,,David Kim
CM-11491,CON-51491,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-19,Attended,Prospect,Tier 1,Southwest,No,,,,,,,David Kim
CM-11719,CON-51719,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-05,Attended,Prospect,Enterprise,Midwest,No,,,,,,,David Kim
CM-11757,CON-51757,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-19,Attended,Prospect,Enterprise,West,No,,,,,,,Sarah Mitchell
CM-11258,CON-51258,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-22,-,Prospect,Tier 2,West,No,,,,,,,James O'Brien
CM-10145,CON-50145,CY26 Q1 - Hosted - Broncos Playoff Game - 2026-01-17,Hosted Events,2026-01-20,No Show,Customer,Tier 1,Southeast,No,,,,,,,David Kim
CM-10390,CON-50390,CY26 Q1 - Hosted - Enterprise Ski Summit - 2026-03-01,Hosted Events,2026-03-01,Attended,Prospect,Enterprise,Southeast,No,,,,,,,David Kim
CM-12316,CON-52316,[Paid Social],Paid Social,2026-01-16,-,Prospect,Tier 1,Southeast,No,,,,,,,David Kim
CM-10562,CON-50562,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-23,Gift Delivered,Customer,Tier 2,Southwest,No,,,,,,,Rachel Torres
CM-12417,CON-52417,[Organic Search],Organic Search,2026-02-12,-,Prospect,Tier 1,Southwest,No,,,,,,,Sarah Mitchell
CM-11182,CON-51182,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-19,Gift Delivered,Churned,Tier 2,West,No,,,,,,,David Kim
CM-10708,CON-50708,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-03,Gift Delivered,Prospect,Tier 1,Southeast,No,,,,,,,Marcus Webb
CM-11910,CON-51910,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-14,Registered,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-10151,CON-50151,CY26 Q1 - Hosted - Broncos Playoff Game - 2026-01-17,Hosted Events,2026-01-16,Attended,Customer,Tier 1,West,No,,,,,,,James O'Brien
CM-11624,CON-51624,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-12,Visited Booth,Prospect,Tier 2,Southwest,No,,,,,,,Marcus Webb
CM-10004,CON-50004,CY26 Q1 - Hosted - AAJ Yacht Party - 2026-02-21,Hosted Events,2026-02-19,Attended,Prospect,Enterprise,Southwest,Yes,2026-02-26,,,,,,Sarah Mitchell
CM-11211,CON-51211,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-24,Gift Delivered,Prospect,Tier 1,Midwest,No,,,,,,,Sarah Mitchell
CM-11620,CON-51620,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-15,Registered,Prospect,Tier 2,Southeast,No,,,,,,,James O'Brien
CM-10595,CON-50595,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-23,Gift Delivered,Prospect,Enterprise,Midwest,Yes,2026-01-28,,,,,,James O'Brien
CM-10659,CON-50659,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-03,-,Prospect,Tier 2,Southeast,No,,,,,,,David Kim
CM-10330,CON-50330,CY26 Q1 - Hosted - Columbus Blue Jackets - 2026-01-28,Hosted Events,2026-01-29,Registered,Prospect,Tier 1,Southwest,No,,,,,,,Rachel Torres
CM-10530,CON-50530,CY26 Q1 - Hosted - Hurricanes vs Detroit Red Wings - 2026-02-28,Hosted Events,2026-03-01,Registered,Customer,Tier 1,West,No,,,,,,,James O'Brien
CM-11752,CON-51752,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-03,Visited Booth,Prospect,Tier 2,Midwest,No,,,,,,,James O'Brien
CM-12109,CON-52109,CY26 Q1 - Email - Express Demands Launch,Email Marketing,2026-03-05,Opened,Prospect,Tier 2,Northeast,No,,,,,,,James O'Brien
CM-10426,CON-50426,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-09,Attended,Churned,Tier 1,Southeast,Yes,2026-02-16,OPP-80097,2026-03-16,189600.0,Discovery,,Sarah Mitchell
CM-10559,CON-50559,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-25,Gift Delivered,Churned,Tier 1,West,No,,,,,,,Sarah Mitchell
CM-10694,CON-50694,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-10,-,Prospect,Tier 1,Northeast,Yes,2026-01-12,OPP-80134,2026-01-21,55800.0,Closed Lost,,Rachel Torres
CM-10766,CON-50766,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-03,Gift Delivered,Customer,Tier 2,West,No,,,,,,,David Kim
CM-10903,CON-50903,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-18,Gift Delivered,Prospect,Tier 2,Southwest,No,,,,,,,David Kim
CM-11303,CON-51303,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-22,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-11504,CON-51504,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-24,Attended,Prospect,Tier 2,Midwest,Yes,2026-02-02,OPP-80163,2026-03-02,42400.0,Closed Lost,,James O'Brien
CM-11487,CON-51487,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-24,Badge Scan,Customer,Tier 2,West,No,,,,,,,David Kim
CM-10441,CON-50441,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-08,Attended,Prospect,Tier 1,Northeast,No,,,,,,,James O'Brien
CM-11018,CON-51018,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-09,Gift Delivered,Prospect,Enterprise,Midwest,No,,,,,,,David Kim
CM-11954,CON-51954,CY26 Q1 - Email - January Product Update,Email Marketing,2026-01-08,Opened,Prospect,Tier 1,Midwest,No,,,,,,,Rachel Torres
CM-10966,CON-50966,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-22,Gift Delivered,Churned,Enterprise,West,No,,,,,,,Rachel Torres
CM-10504,CON-50504,CY26 Q1 - Hosted - HMR After Dark Party - 2026-01-26,Hosted Events,2026-01-25,Attended,Customer,Tier 1,Midwest,No,,,,,,,James O'Brien
CM-12303,CON-52303,[Paid Social],Paid Social,2026-01-25,-,Churned,Tier 2,Southwest,No,,,,,,,Rachel Torres
CM-10660,CON-50660,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-06,Gift Delivered,Prospect,Tier 1,Midwest,No,,,,,,,David Kim
CM-10116,CON-50116,CY26 Q1 - Hosted - Boston Bruins vs NY Rangers - 2026-01-10,Hosted Events,2026-01-11,Attended,Prospect,Enterprise,Southeast,No,,,,,,,James O'Brien
CM-11699,CON-51699,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-07,Visited Booth,Prospect,Tier 1,Southwest,No,,,,,,,James O'Brien
CM-12332,CON-52332,[Paid Social],Paid Social,2026-02-19,-,Prospect,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-11695,CON-51695,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-08,Attended,Prospect,Tier 1,Northeast,No,,,,,,,James O'Brien
CM-11316,CON-51316,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-18,-,Customer,Enterprise,Southwest,No,,,,,,,Sarah Mitchell
CM-12018,CON-52018,CY26 Q1 - Email - Case Study McCready Law,Email Marketing,2026-02-05,Clicked,Prospect,Tier 2,West,No,,,,,,,Marcus Webb
